Urdu Text,Roman Transliteration
جو تجہ سے ہوئی ہو وہ خطا ساتہ لیے جا,jo tujh se huī ho vo ḳhatā saath liye jā
بہڑکا رہے ہیں اگ لب نغمہ گر سے ہم,bhaḍkā rahe haiñ aag labenaġhmagar se ham
خاموش کیا رہیں گے زمانے کے ڈر سے ہم,ḳhāmosh kyā raheñge zamāne ke dar se ham
کچہ اور بڑہ گئے جو اندہیرے تو کیا ہوا,kuchh aur baḍh gae jo añdhere to kyā huā
مایوس تو نہیں ہیں طلوع سحر سے ہم,māyūs to nahīñ haiñ tulūesahar se ham
لے دے کے اپنے پاس فقط اک نظر تو ہے,le de ke apne paas faqat ik nazar to hai
کیوں دیکہیں زندگی کو کسی کی نظر سے ہم,kyuuñ dekheñ zindagī ko kisī kī nazar se ham
مانا کہ اس زمیں کو نہ گلزار کر سکے,maanā ki is zamīñ ko na gulzār kar sake
کچہ خار کم تو کر گئے گزرے جدہر سے ہم,kuchh ḳhaar kam to kar gae guzre jidhar se ham
بہولے سے محبت کر بیٹہا، ناداں تہا بچارا، دل ہی تو ہے,bhūle se mohabbat kar baithā nādāñ thā bechārā dil hī to hai
ہر دل سے خطا ہو جاتی ہے، بگڑو نہ خدارا، دل ہی تو ہے,har dil se ḳhatā ho jaatī hai bigḍo na ḳhudārā dil hī to hai
اس طرح نگاہیں مت پہیرو، ایسا نہ ہو دہڑکن رک جائے,is tarah nigāheñ mat phero aisā na ho dhaḍkan ruk jaae
سینے میں کوئی پتہر تو نہیں احساس کا مارا، دل ہی تو ہے,siine meñ koī patthar to nahīñ ehsās kā mārā dil hī to hai
جذبات بہی ہندو ہوتے ہیں چاہت بہی مسلماں ہوتی ہے,jazbāt bhī hindū hote haiñ chāhat bhī musalmāñ hotī hai
دنیا کا اشارہ تہا لیکن سمجہا نہ اشارا، دل ہی تو ہے,duniyā kā ishāra thā lekin samjhā na ishārā dil hī to hai
بیداد گروں کی ٹہوکر سے سب خواب سہانے چور ہوئے,bedādgaroñ kī thokar se sab ḳhvāb suhāne chuur hue
اب دل کا سہارا غم ہی تو ہے اب غم کا سہارا دل ہی تو ہے,ab dil kā sahārā ġham hī to hai ab ġham kā sahārā dil hī to hai
بجہا دیے ہیں خود اپنے ہاتہوں محبتوں کے دیے جلا کے,bujhā diye haiñ ḳhud apne hāthoñ mohabbatoñ ke diye jalā ke
مری وفا نے اجاڑ دی ہیں امید کی بستیاں بسا کے,mirī vafā ne ujaaḍ dī haiñ umiid kī bastiyāñ basā ke
تجہے بہلا دیں گے اپنے دل سے یہ فیصلہ تو کیا ہے لیکن,tujhe bhulā deñge apne dil se ye faisla to kiyā hai lekin
نہ دل کو معلوم ہے نہ ہم کو جئیں گے کیسے تجہے بہلا کے,na dil ko mālūm hai na ham ko jiyeñge kaise tujhe bhulā ke
کبہی ملیں گے جو راستے میں تو منہ پہرا کر پلٹ پڑیں گے,kabhī mileñge jo rāste meñ to muñh phirā kar palat paḍeñge
کہیں سنیں گے جو نام تیرا تو چپ رہیں گے نظر جہکا کے,kahīñ suneñge jo naam terā to chup raheñge nazar jhukā ke
نہ سوچنے پر بہی سوچتی ہوں کہ زندگانی میں کیا رہے گا,na sochne par bhī sochtī huuñ ki zindagānī meñ kyā rahegā
تری تمنا کو دفن کر کے ترے خیالوں سے دور جا کے,tirī tamannā ko dafn kar ke tire ḳhayāloñ se duur jā ke
چہرے پہ خوشی چہا جاتی ہے انکہوں میں سرور ا جاتا ہے,chehre pe ḳhushī chhā jaatī hai āñkhoñ meñ surūr aa jaatā hai
جب تم مجہے اپنا کہتے ہو اپنے پہ غرور ا جاتا ہے,jab tum mujhe apnā kahte ho apne pe ġhurūr aa jaatā hai
تم حسن کی خود اک دنیا ہو شاید یہ تمہیں معلوم نہیں,tum husn kī ḳhud ik duniyā ho shāyad ye tumheñ mālūm nahīñ
محفل میں تمہارے انے سے ہر چیز پہ نور ا جاتا ہے,mahfil meñ tumhāre aane se har chiiz pe nuur aa jaatā hai
ہم پاس سے تم کو کیا دیکہیں تم جب بہی مقابل ہوتے ہو,ham paas se tum ko kyā dekheñ tum jab bhī muqābil hote ho
بیتاب نگاہوں کے اگے پردہ سا ضرور ا جاتا ہے,betāb nigāhoñ ke aage parda sā zarūr aa jaatā hai
جب تم سے محبت کی ہم نے تب جا کے کہیں یہ راز کہلا,jab tum se mohabbat kī ham ne tab jā ke kahīñ ye raaz khulā
مرنے کا سلیقہ اتے ہی جینے کا شعور ا جاتا ہے,marne kā salīqa aate hī jiine kā shuūr aa jaatā hai
دیکہا ہے زندگی کو کچہ اتنا قریب سے,dekhā hai zindagī ko kuchh itnā qarīb se
چہرے تمام لگنے لگے ہیں عجیب سے,chehre tamām lagne lage haiñ ajiib se
کہنے کو دل کی بات جنہیں ڈہونڈتے تہے ہم,kahne ko dil kī baat jinheñ dhūñdte the ham
محفل میں ا گئے ہیں وہ اپنے نصیب سے,mahfil meñ aa gae haiñ vo apne nasīb se
نیلام ہو رہا تہا کسی نازنیں کا پیار,nīlām ho rahā thā kisī nāznīñ kā pyaar
قیمت نہیں چکائی گئی اک غریب سے,qīmat nahīñ chukāī gaī ik ġharīb se
تیری وفا کی لاش پہ لا میں ہی ڈال دوں,terī vafā kī laash pe lā maiñ hī daal duuñ
ریشم کا یہ کفن جو ملا ہے رقیب سے,resham kā ye kafan jo milā hai raqīb se
دیکہا ہے زندگی کو کچہ اتنے قریب سے,dekhā hai zindagī ko kuchh itne qarīb se
چہرے تمام لگنے لگے ہیں عجیب سے,chehre tamām lagne lage haiñ ajiib se
اے روح عصر جاگ کہاں سو رہی ہے تو,ai rūheasr jaag kahāñ so rahī hai tū
اواز دے رہے ہیں پیمبر صلیب سے,āvāz de rahe haiñ payambar salīb se
اس رینگتی حیات کا کب تک اٹہائیں بار,is reñgtī hayāt kā kab tak uthāeñ baar
بیمار اب الجہنے لگے ہیں طبیب سے,bīmār ab ulajhne lage haiñ tabīb se
ہر گام پر ہے مجمع عشاق منتظر,har gaam par hai majmaeushshāq muntazir
مقتل کی راہ ملتی ہے کوئے حبیب سے,maqtal kī raah miltī hai kūehabīb se
اس طرح زندگی نے دیا ہے ہمارا ساتہ,is tarah zindagī ne diyā hai hamārā saath
جیسے کوئی نباہ رہا ہو رقیب سے,jaise koī nibāh rahā ho raqīb se
دیکہا تو تہا یوں ہی کسی غفلت شعار نے,dekhā to thā yūñhī kisī ġhaflatshiār ne
دیوانہ کر دیا دل بے اختیار نے,dīvāna kar diyā dilebeiḳhtiyār ne
اے ارزو کے دہندلے خرابو جواب دو,ai aarzū ke dhundle ḳharābo javāb do
پہر کس کی یاد ائی تہی مجہ کو پکارنے,phir kis kī yaad aaī thī mujh ko pukārne
تجہ کو خبر نہیں مگر اک سادہ لوح کو,tujh ko ḳhabar nahīñ magar ik sādalauh ko
برباد کر دیا ترے دو دن کے پیار نے,barbād kar diyā tire do din ke pyaar ne
میں اور تم سے ترک محبت کی ارزو,maiñ aur tum se tarkemohabbat kī aarzū
دیوانہ کر دیا ہے غم روزگار نے,dīvāna kar diyā hai ġhamerozgār ne
اب اے دل تباہ ترا کیا خیال ہے,ab ai diletabāh tirā kyā ḳhayāl hai
ہم تو چلے تہے کاکل گیتی سنوارنے,ham to chale the kākulegītī sañvārne
دور رہ کر نہ کرو بات قریب ا جاؤ,duur rah kar na karo baat qarīb aa jaao
یاد رہ جائے گی یہ رات قریب ا جاؤ,yaad rah jāegī ye raat qarīb aa jaao
ایک مدت سے تمنا تہی تمہیں چہونے کی,ek muddat se tamannā thī tumheñ chhūne kī
اج بس میں نہیں جذبات قریب ا جاؤ,aaj bas meñ nahīñ jazbāt qarīb aa jaao
سرد جہونکوں سے بہڑکتے ہیں بدن میں شعلے,sard jhoñkoñ se bhaḍakte haiñ badan meñ shoale
جان لے لے گی یہ برسات قریب ا جاؤ,jaan le legī ye barsāt qarīb aa jaao
اس قدر ہم سے جہجکنے کی ضرورت کیا ہے,is qadar ham se jhijakne kī zarūrat kyā hai
زندگی بہر کا ہے اب ساتہ قریب ا جاؤ,zindagī bhar kā hai ab saath qarīb aa jaao
فن جو نادار تک نہیں پہنچا,fan jo nādār tak nahīñ pahuñchā
ابہی معیار تک نہیں پہنچا,abhī meayār tak nahīñ pahuñchā
اس نے بر وقت بے رخی برتی,us ne barvaqt beruḳhī bartī
شوق ازار تک نہیں پہنچا,shauq āzār tak nahīñ pahuñchā
عکس مے ہو کہ جلوۂ گل ہو,aksemai ho ki jalvaegul ho
رنگ رخسار تک نہیں پہنچا,rañgerukhsār tak nahīñ pahuñchā
حرف انکار سر بلند رہا,harfeinkār sar buland rahā
ضعف اقرار تک نہیں پہنچا,zoafeiqrār tak nahīñ pahuñchā
حکم سرکار کی پہنچ مت پوچہ,hukmesarkār kī pahuñch mat pūchh
اہل سرکار تک نہیں پہنچا,ahlesarkār tak nahīñ pahuñchā
عدل گاہیں تو دور کی شے ہیں,adlgāheñ to duur kī shai haiñ
قتل اخبار تک نہیں پہنچا,qatl aḳhbār tak nahīñ pahuñchā
انقلابات دہر کی بنیاد,inqilābātedahr kī buniyād
حق جو حق دار تک نہیں پہنچا,haq jo haqdār tak nahīñ pahuñchā
وہ مسیحا نفس نہیں جس کا,vo masīhānafas nahīñ jis kā
سلسلہ دار تک نہیں پہنچا,silsiladār tak nahīñ pahuñchā
گلشن گلشن پہول,gulshan gulshan phuul
دامن دامن دہول,dāman dāman dhuul
مرنے پر تعزیر,marne par taazīr
جینے پر محصول,jiine par mahsūl
ہر جذبہ مصلوب,har jazba maslūb
ہر خواہش مقتول,har ḳhvāhish maqtūl
عشق پریشاں حال,ishq pareshāñhāl
ناز حسن ملول,nāzehusn malūl
نعرۂ حق معتوب,naaraehaq maatūb
مکر و ریا مقبول,makroriyā maqbūl
سنورا نہیں جہاں,sanvrā nahīñ jahāñ
ائے کئی رسول,aae kaī rasūl
ہر چند مری قوت گفتار ہے محبوس,harchand mirī quvvateguftār hai mahbūs
خاموش مگر طبع خود ارا نہیں ہوتی,ḳhāmosh magar tabeḳhudārā nahīñ hotī
معمورۂ احساس میں ہے حشر سا برپا,māmūraeehsās meñ hai hashr sā barpā
انسان کی تذلیل گوارا نہیں ہوتی,insān kī tazlīl gavārā nahīñ hotī
نالاں ہوں میں بیداریٔ احساس کے ہاتہوں,nālāñ huuñ maiñ bedārīeehsās ke hāthoñ
دنیا مرے افکار کی دنیا نہیں ہوتی,duniyā mire afkār kī duniyā nahīñ hotī
بیگانہ صفت جادۂ منزل سے گزر جا,begānasifat jādaemanzil se guzar jā
ہر چیز سزاوار نظارہ نہیں ہوتی,har chiiz sazāvārenazāra nahīñ hotī
فطرت کی مشیت بہی بڑی چیز ہے لیکن,fitrat kī mashiyyat bhī baḍī chiiz hai lekin
فطرت کبہی بے بس کا سہارا نہیں ہوتی,fitrat kabhī bebas kā sahārā nahīñ hotī
ہر قدم مرحلۂ دار و صلیب اج بہی ہے,har qadam marhalaedārosalīb aaj bhī hai
جو کبہی تہا وہی انساں کا نصیب اج بہی ہے,jo kabhī thā vahī insāñ kā nasīb aaj bhī hai
جگمگاتے ہیں افق پر یہ ستارے لیکن,jagmagāte haiñ ufuq par ye sitāre lekin
راستہ منزل ہستی کا مہیب اج بہی ہے,rāsta manzilehastī kā muhīb aaj bhī hai
سر مقتل جنہیں جانا تہا وہ جا بہی پہنچے,saremaqtal jinheñ jaanā thā vo jā bhī pahuñche
سر منبر کوئی محتاط خطیب اج بہی ہے,saremimbar koī mohtāt ḳhatīb aaj bhī hai
اہل دانش نے جسے امر مسلم مانا,ahledānish ne jise amremusallam maanā
اہل دل کے لیے وہ بات عجیب اج بہی ہے,ahledil ke liye vo baat ajiib aaj bhī hai
یہ تری یاد ہے یا میری اذیت کوشی,ye tirī yaad hai yā merī aziyatkoshī
ایک نشتر سا رگ جاں کے قریب اج بہی ہے,ek nashtar sā ragejāñ ke qarīb aaj bhī hai
کون جانے یہ ترا شاعر اشفتہ مزاج,kaun jaane ye tirā shāereāshuftaemizāj
کتنے مغرور خداؤں کا رقیب اج بہی ہے,kitne maġhrūr ḳhudāoñ kā raqīb aaj bhī hai
ہر طرح کے جذبات کا اعلان ہیں انکہیں,har tarah ke jazbāt kā elaan haiñ āñkheñ
شبنم کبہی شعلہ کبہی طوفان ہیں انکہیں,shabnam kabhī shoala kabhī tūfān haiñ āñkheñ
انکہوں سے بڑی کوئی ترازو نہیں ہوتی,āñkhoñ se baḍī koī tarāzū nahīñ hotī
تلتا ہے بشر جس میں وہ میزان ہیں انکہیں,tultā hai bashar jis meñ vo mīzān haiñ āñkheñ
انکہیں ہی ملاتی ہیں زمانے میں دلوں کو,āñkheñ hī milātī haiñ zamāne meñ diloñ ko
انجان ہیں ہم تم اگر انجان ہیں انکہیں,anjān haiñ ham tum agar anjān haiñ āñkheñ
لب کچہ بہی کہیں اس سے حقیقت نہیں کہلتی,lab kuchh bhī kaheñ is se haqīqat nahīñ khultī
انسان کے سچ جہوٹ کی پہچان ہیں انکہیں,insān ke sach jhuut kī pahchān haiñ āñkheñ
انکہیں نہ جہکیں تیری کسی غیر کے اگے,āñkheñ na jhukīñ terī kisī ġhair ke aage
دنیا میں بڑی چیز مری جان ہیں انکہیں,duniyā meñ baḍī chiiz mirī jaan haiñ āñkheñ
ہوس نصیب نظر کو کہیں قرار نہیں,havasnasīb nazar ko kahīñ qarār nahīñ
میں منتظر ہوں مگر تیرا انتظار نہیں,maiñ muntazir huuñ magar terā intizār nahīñ
ہمیں سے رنگ گلستاں ہمیں سے رنگ بہار,hamīñ se rañgegulistāñ hamīñ se rañgebahār
ہمیں کو نظم گلستاں پہ اختیار نہیں,hamīñ ko nazmegulistāñ pe iḳhtiyār nahīñ
ابہی نہ چہیڑ محبت کے گیت اے مطرب,abhī na chheḍ mohabbat ke giit ai mutrib
ابہی حیات کا ماحول خوش گوار نہیں,abhī hayāt kā māhaul ḳhushgavār nahīñ
تمہارے عہد وفا کو میں عہد کیا سمجہوں,tumhāre ahdevafā ko maiñ ahd kyā samjhūñ
مجہے خود اپنی محبت پہ اعتبار نہیں,mujhe ḳhud apnī mohabbat pe etibār nahīñ
نہ جانے کتنے گلے اس میں مضطرب ہیں ندیم,na jaane kitne gile is meñ muztarib haiñ nadīm
وہ ایک دل جو کسی کا گلہ گزار نہیں,vo ek dil jo kisī kā gilaguzār nahīñ
گریز کا نہیں قائل حیات سے لیکن,gurez kā nahīñ qaail hayāt se lekin
جو سچ کہوں کہ مجہے موت ناگوار نہیں,jo sach kahūñ ki mujhe maut nāgavār nahīñ
یہ کس مقام پہ پہنچا دیا زمانے نے,ye kis maqām pe pahuñchā diyā zamāne ne
کہ اب حیات پہ تیرا بہی اختیار نہیں,ki ab hayāt pe terā bhī iḳhtiyār nahīñ
اس طرف سے گزرے تہے قافلے بہاروں کے,is taraf se guzre the qāfile bahāroñ ke
اج تک سلگتے ہیں زخم رہ گزاروں کے,aaj tak sulagte haiñ zaḳhm rahguzāroñ ke
خلوتوں کے شیدائی خلوتوں میں کہلتے ہیں,ḳhalvatoñ ke shaidāī ḳhalvatoñ meñ khulte haiñ
ہم سے پوچہ کر دیکہو راز پردہ داروں کے,ham se pūchh kar dekho raaz pardadāroñ ke
گیسوؤں کی چہاؤں میں دل نواز چہرے ہیں,gesuoñ kī chhāñv meñ dilnavāz chehre haiñ
یا حسیں دہندلکوں میں پہول ہیں بہاروں کے,yā hasīñ dhuñdlakoñ meñ phuul haiñ bahāroñ ke
پہلے ہنس کے ملتے ہیں پہر نظر چراتے ہیں,pahle hañs ke milte haiñ phir nazar churāte haiñ
اشنا صفت ہیں لوگ اجنبی دیاروں کے,āshnāsifat haiñ log ajnabī dayāroñ ke
تم نے صرف چاہا ہے ہم نے چہو کے دیکہے ہیں,tum ne sirf chāhā hai ham ne chhū ke dekhe haiñ
پیرہن گہٹاؤں کے جسم برق پاروں کے,pairahan ghatāoñ ke jism barqpāroñ ke
شغل مے پرستی گو جشن نامرادی تہا,shuġhlemaiparastī go jashnenāmurādī thā
یوں بہی کٹ گئے کچہ دن تیرے سوگواروں کے,yuuñ bhī kat gae kuchh din tere sogvāroñ ke
اتنی حسین اتنی جواں رات کیا کریں,itnī hasīn itnī javāñ raat kyā kareñ
جاگے ہیں کچہ عجیب سے جذبات کیا کریں,jaage haiñ kuchh ajiib se jazbāt kyā kareñ
